Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Property Pickup for Former Rikers Island Inmates,Property Pickup for Former Rikers Island Inmates,,,,,,,,,
IDNYC - Make an Appointment,,,,,,,,,,
Apartment Maintence Complaint,City Worker or Agency Complaint or Compliment,City Worker or Agency Complaint or Compliment,,,,,,,,
Driveway Curb Cut Complaint,,,,,,,,,,
Time and Date Information,,,,,,,,,,
Division Information Provided,Homelessness Prevention through HomeBase,,,,,,,,,
Missed Garbage Collection,Missed Recycling Collection,,,,,,,,,
Birth Certificate from 1910 to Present,,,,,,,,,,
Inmate Location and Information,,,,,,,,,,
Fight a Parking Ticket - In Person,,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Drug Activity Outside - In Progress,,,,,,,,,,
Parking Permit - Disability - General Information and Application Status,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Access-A-Ride Information or Complaint,,,,,,,,,,
Day Care Center Complaint,,,,,,,,,,
Division Information Provided,Homelessness Prevention through HomeBase,,,,,,,,,
Sidewalk Construction Permit - Queens,,,,,,,,,,
Child Care Fincial Assistance - Public Assistance Families,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Dead Animal on Street or Sidewalk - Priority,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Dead Animal on Private Property,,,,,,,,,,
Heat Bulletin,,,,,,,,,,
Division Transfer,Lost or Found Property,,,,,,,,,
Dirty Sidewalk,Service Request Status - General,,,,,,,,,
Elevator or Escalator Defective or Without Permit,,,,,,,,,,
Excavation Undermining Nearby Building - Priority,,,,,,,,,,
Property Tax Account Assistance and Bill Information,,,,,,,,,,
CFC and Freon Removal - Appointment,,,,,,,,,,
Business Tax Payment,,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
ABCs of Housing - Housing Rules and Regulations for NYC Owners and Tents,Eviction Prevention Assistance - Holdover Notice,Illegal Conversion of Residential Space,Illegal Conversion of Residential Space,,,,,,,
IDNYC - Make an Appointment,,,,,,,,,,
New York State Tax Information,,,,,,,,,,
Service Request Status - DEP Status Not Found,Service Request Status - General,Service Request Status - General,,,,,,,,
Boiler Installation or Removal Permit - Brooklyn,,,,,,,,,,
New York City Bike Map,,,,,,,,,,
Homelessness Prevention through HomeBase,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Mobile Food Vending - Operating Information,Year-Round Food Cart Vendor License - Apply,,,,,,,,,
"Dote, Buy or Sell Assistive and Medical Devices",Special Waste Disposal Locations and Rules,,,,,,,,,
Contact Information - Directory Assistance,Homeless Shelter Intake for Families with Children,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Fight a Parking Ticket - In Person,Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,
Pay a Parking Ticket - In Person,,,,,,,,,,
Bicycle Helmet Distribution Information,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Harassment,,,,,,,,,,
Find a Fince Business Center,,,,,,,,,,
Pay a Parking Ticket - Online,,,,,,,,,,
Plan Examiner Scheduling Error Assistance,,,,,,,,,,
City Worker or Agency Complaint or Compliment,,,,,,,,,,
CFC and Freon Removal - Appointment Cancellation,CFC and Freon Removal - Appointment Cancellation,,,,,,,,,
Parking Sign Locator,,,,,,,,,,
Taxi Complaint - Rude or Discourteous,Taxi Complaint - Unclean Condition or Odor,Taxi Inquiry or Complaint from Taxi Driver or Taxi Licensee,,,,,,,,
ABCs of Housing - Housing Rules and Regulations for NYC Owners and Tents,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Find a Police Precinct or PSA by me,,,,,,,,,,
Illegal Conversion of Residential Space,Service Request Status - General,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Recycling Rules - Paper,,,,,,,,,,
Drug Activity - Chronic,Noise from Neighbor,,,,,,,,,
HIV Test and Treatment,,,,,,,,,,
One Shot Deal - Short Term Emergency Assistance,,,,,,,,,,
Commercial Rent Tax Assistance,,,,,,,,,,
Property Tax Map Request,,,,,,,,,,
City Employment Verification,,,,,,,,,,
MetroCard - Information and Complaint,,,,,,,,,,
Housing Court Information for Tent and Landlord Disputes,,,,,,,,,,
IDNYC General Information,Non-Driver State ID Card,,,,,,,,,
Marriage Record from 1930 to Present,,,,,,,,,,
"IDNYC Complaints, Status, and Inquiries","IDNYC Complaints, Status, and Inquiries",,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Illegal Parking Complaint - Intercity Buses,,,,,,,,,,
"Find a Towed Vehicle - Accident, Filming, Street Event, or Construction",Find a Towed Vehicle - Plate Number Known,,,,,,,,,
Blocked Street - Construction,,,,,,,,,,
Lost Property in a Taxi - Medallion Number Unknown,Lost Property in a Taxi - Medallion Number Unknown,,,,,,,,,
Adult Protective Services,Assistance for Homeless People in Shelters,Homeless Shelter Intake for Single Adults,,,,,,,,
Hot Transfer 911,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Payment Problem or Pelty Adjustment,Parking Ticket Payment Problem or Pelty Adjustment,,,,,,,,
Buy an HPD-Owned Building,,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
Lost Property in a Taxi - Medallion Number Known,Lost Property in a Taxi - Medallion Number Unknown,,,,,,,,,
Pay Property Tax - In Person,Service Request Follow-Up,Service Request Follow-Up,,,,,,,,
Immigration and Citizenship Services and Information,Kindergarten Enrollment,,,,,,,,,
Removal of Small Branch - City Tree,,,,,,,,,,
Dead Animal on Street or Sidewalk - Priority,General Information - NYC Courts,Removal of Branches or Entire Tree - Private Property,,,,,,,,
Find a Food Pantry or Soup Kitchen,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Pay a Parking Ticket - Online,,,,,,,,,
Social Security - Card Application or Replacement,,,,,,,,,,
Heat Bulletin,,,,,,,,,,
Department of Motor Vehicles - Assistance and Office Locations,,,,,,,,,,
"Find a Towed Vehicle - Accident, Filming, Street Event, or Construction",Find a Towed Vehicle - Plate Number Known,Reclaim a Towed Vehicle - NYPD,,,,,,,,
Sexually Transmitted Disease Test Results,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Cold Water Complaint - Cloudy or Milky,Cold Water Complaint - Dirty,Cold Water Complaint - Odor or Taste,,,,,,,,
Caller Hung Up,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Apartment Maintence Complaint,Apartment Maintence Complaint,Building Unstable - Priority,Building Unstable - Priority,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Planned Water Shutdowns,Water Complaint - No Water in a Private Home or Commercial Building,,,,,,,,,
Lien Payment or Assistance - Property Tax,Lien Payment or Assistance - Property Tax,Property Tax Payment Plan Application,,,,,,,,
Noise from Construction,,,,,,,,,,
Passport Information,,,,,,,,,,
Driveway Curb Cut Complaint,,,,,,,,,,
Public Housing Application Information and Assistance,,,,,,,,,,
Recycling Rules - Plastic,,,,,,,,,,
Caller Hung Up,Caller Hung Up,,,,,,,,,
Parking Ticket Payment Plan,,,,,,,,,,
Status of a Birth Certificate Correction or Change,,,,,,,,,,
SCRIE - Assistance - New Applicant,,,,,,,,,,
SCRIE - Application for Renewal,,,,,,,,,,
Interpreting Parking or Traffic Sign or Regulation,"Planned Bridge, Highway and Street Closures - Manhattan",,,,,,,,,
Movie Crew Complaint,,,,,,,,,,
Domestic Partnership Termition,,,,,,,,,,
Apartment Maintence Complaint,,,,,,,,,,
IDNYC Benefits,IDNYC General Information,,,,,,,,,
Property Tax Account Assistance and Bill Information,Property Tax Account Assistance and Bill Information,Real Property Transfer Tax - Filing Information,Real Property Transfer Tax - General Information,,,,,,,
Drug Activity - Chronic,,,,,,,,,,
Gas Leak,,,,,,,,,,
Bulk Item Disposal Information,Missed Recycling Collection,,,,,,,,,
Bus or Subway - Information and Complaint,ECB Borough Office Locations,,,,,,,,,
Death Certificate from 1949 to Present,Locate an Elected Official,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,Find a Towed Vehicle - Plate Number Unknown - NYPD,Reclaim a Towed Vehicle - NYPD,,,,,,,,
Water and Sewer Bill Payment - By Mail,,,,,,,,,,
Broken Sidewalk - Commercial Property,,,,,,,,,,
Harassment,,,,,,,,,,
Small Claims Court - Bronx,,,,,,,,,,
Division Transfer,Find a Police Precinct or PSA by Location,Find a Towed Vehicle - Plate Number Known,,,,,,,,
Find a Food Pantry or Soup Kitchen,,,,,,,,,,
Public Housing Inquiries - Manhattan,,,,,,,,,,
Service Request Status - General,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Pay a Parking Ticket - In Person,Pay a Parking Ticket - Online,,,,,,,,
Find a Public Hospital,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Bag of Garbage or Loose Debris in Street,Dirty Sidewalk,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Crimil Court Information,Serve an Order of Protection,,,,,,,,,
SCRIE - Assistance - Senior Participant,Service Request Status - General,,,,,,,,,
City Worker or Agency Complaint or Compliment,City Worker or Agency Complaint or Compliment,Disabled Persons Advice and Information,Locate an Elected Official,,,,,,,
Documents Required to Apply for IDNYC,IDNYC - Make an Appointment,,,,,,,,,
Property Tax Account Assistance and Bill Information,Property Tax Account Assistance and Bill Information,,,,,,,,,
Apartment Maintence Complaint,Apartment Maintence Complaint,,,,,,,,,
ECB Violation - Information,Electronic Disposal Information,Electronic Recycling,,,,,,,,
Service Request Status - General,,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
SCRIE - Application for Seniors Not Enrolled,,,,,,,,,,
Business Legal Assistance,,,,,,,,,,
Bulk Item Disposal Information,,,,,,,,,,
NYC Commuter Benefits,,,,,,,,,,
Graffiti Cleanup Request - by Owner,,,,,,,,,,
High School Enrollment for New Students,High School Enrollment for New Students,,,,,,,,,
Red Light Camera Violation Lookup - Notice of Liability Number or Plate Number Known,,,,,,,,,,
Pay a Speed Camera Violation In Person,Speed Camera Violation - Lookup Status - Notice of Liability Number or Plate Number Known,Speed Camera Violation Payment Problem or Pelty Adjustment,,,,,,,,
Caller Hung Up,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Lost or Found Property,,,,,,,,,,
Division Information Provided,Find a Food Pantry or Soup Kitchen,Homelessness Prevention through HomeBase,Toys for Tots 2015,U.S. Postal Service Consumer Hotline,,,,,,
Pay a Parking Ticket - In Person,,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Quit Smoking Assistance,Quit Smoking Medication for Medicaid Enrollees,,,,,,,,,
Abandoned Vehicle With Plates on Public Property,Abandoned Vehicle Without Plates on Public Property,,,,,,,,,
Restaurant Permit - Renew or Status,,,,,,,,,,
IDNYC - Change or Look Up Appointment,,,,,,,,,,
Gas Leak,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
"Animal - Injured or Sick - Large Wildlife, Large or Unusual Bird, or Endangered Species",,,,,,,,,,
Apartment Maintence Complaint,Service Request Status - General,,,,,,,,,
IDNYC - Change or Look Up Appointment,IDNYC Benefits,,,,,,,,,
Electronic Recycling,,,,,,,,,,
Laundry License - Renew or Status,,,,,,,,,,
Sidewalk Violation Dismissal - Property Owner Fixed,Sidewalk Violation Dismissal - Property Owner Fixed,,,,,,,,,
Bulk Item Disposal Information,,,,,,,,,,
Bag of Garbage or Loose Debris in Street,Dirty Sidewalk,,,,,,,,,
Caller Hung Up,,,,,,,,,,
IDNYC - Make an Appointment,,,,,,,,,,
Division Transfer,Doing Business with New York City - General Information,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,Lawyer Referral,Service Request Status - General,Service Request Status - HPD Status Not Found,,,,,,,
Settling a Food Service Establishment Health Violation,,,,,,,,,,
Parking and Camera Violations Refund Form,Red Light Camera Violation Payment Problem or Pelty Adjustment,,,,,,,,,
City Worker or Agency Complaint or Compliment,Gas Leak,Public Advocate Information,Public Housing Maintence,,,,,,,
Bus Lane Camera Violation Payment Problem or Pelty Adjustment,,,,,,,,,,
Child Care Fincial Assistance - Public Assistance Families,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Payment Problem or Pelty Adjustment,Parking Ticket Payment Problem or Pelty Adjustment,Parking Ticket Payment Problem or Pelty Adjustment,Parking and Camera Violations Refund Form,Pay a Parking Ticket - Online,,,,,
Missed Recycling Collection,,,,,,,,,,
Birth Certificate from 1910 to Present,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
IRS Impersotion Scam,,,,,,,,,,
Homeless - Chronic or Encampment,Vacant Building Complaint,,,,,,,,,
Contact Information - Directory Assistance,Recycling and Trash Collection Schedules,,,,,,,,,
Abandoned Vehicle With Plates on Public Property,Discrimition Complaint,Illegal Parking Complaint,,,,,,,,
Bus or Subway - Information and Complaint,,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,Stolen Vehicle,,,,,,,,,
NYC Online Licensing Service - Technical Assistance,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
File Claim Against the City,,,,,,,,,,
Traffic - Non-Emergency Condition,,,,,,,,,,
City Worker or Agency Complaint or Compliment,,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Property Tax Account Assistance and Bill Information,Property Tax Refund Request,Property Tax Refund Request,,,,,,,,
Property Tax Exemption for Not-For-Profit (NFP) Organizations,Property Tax Exemption for Not-For-Profit (NFP) Organizations,Property Tax Exemption for Not-For-Profit (NFP) Organizations - Application,,,,,,,,
Access-A-Ride Information or Complaint,,,,,,,,,,
Dangerous Location or Situation,,,,,,,,,,
Homeless Shelter Complaint - Shelter Client,,,,,,,,,,
Parking and Camera Violations Refund Form,,,,,,,,,,
Muni-Meter Defective or Damaged,Muni-Meter Defective or Damaged,Muni-Meter Information,,,,,,,,
Manhattan Resident Parking Tax Exemption Information and Assistance,,,,,,,,,,
Medicaid - Existing Applicant or Enrollee,,,,,,,,,,
Benefit Card Replacement for Cash Assistance or Food Stamp Client,,,,,,,,,,
Division Transfer,,,,,,,,,,
Labor Law Information or Complaint,,,,,,,,,,
Fight a Parking Ticket - In Person,,,,,,,,,,
Electronic Disposal Information,Electronic Recycling,Mattress or Box Spring Disposal,,,,,,,,
SCRIE - Application for Seniors Not Enrolled,,,,,,,,,,
Division Information Provided,Find a Consulate,,,,,,,,,
Fincial Assistance for Home Heating Emergencies and Utility Shutoffs,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Abandoned Vehicle With Plates on Public Property,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Payment Problem or Pelty Adjustment,,,,,,,,,
Interpreting Parking or Traffic Sign or Regulation,,,,,,,,,,
Idequate Street Sweeping,,,,,,,,,,
Division Information Provided,Find a Food Pantry or Soup Kitchen,,,,,,,,,
Assistance for Homeless People in Shelters,Division Transfer,Homeless Drop-In Centers,Public Advocate Information,,,,,,,
Find a School District by me,Find a School Zone,,,,,,,,,
Traffic Violation - Fight Ticket or Appeal Hearing Decision,,,,,,,,,,
Garbage and Recycling Bins,Organics Collection Pilot Program,Recycling Bin Sticker - Outdoor Blue,Recycling Bin Sticker - Outdoor Green,,,,,,,
Know Your Zone - Hurricane Evacuation Lookup,Outside of 311 Jurisdiction,,,,,,,,,
Contact Information - Directory Assistance,Outside of 311 Jurisdiction,,,,,,,,,
me Change,,,,,,,,,,
Bulk Item Disposal Information,CFC and Freon Removal - Appointment,Electronic Recycling,,,,,,,,
Fight a Parking Ticket - Online,,,,,,,,,,
Quit Smoking Assistance,,,,,,,,,,
Bulk Item Disposal Information,Mattress or Box Spring Disposal,,,,,,,,,
CFC and Freon Removal - Appointment,,,,,,,,,,
Agency Service Request Copy,Buildings Information System,Buildings Information System,Property Record Information,Rent Information Line,,,,,,
Recycling and Trash Collection Schedules,Recycling and Trash Collection Schedules,,,,,,,,,
Water in Basement - Less Than One Foot,,,,,,,,,,
Interpreting Parking or Traffic Sign or Regulation,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Pay a Parking Ticket - In Person,,,,,,,,,
Payment Information for HRA Providers,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Food Stamp Assistance,,,,,,,,,,
Streetlight Fixture Hanging - Priority,,,,,,,,,,
Property Tax Assistance - School Tax Relief (STAR),,,,,,,,,,
IDNYC - Make an Appointment,,,,,,,,,,
Investigate a Business Licensed by DCA,,,,,,,,,,
Damage to Street - Utility Work,,,,,,,,,,
Bag of Garbage or Loose Debris in Street,,,,,,,,,,
Property Tax Refund Request,,,,,,,,,,
Booted Vehicle Information,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Reckless Driving,,,,,,,,,,
Death Certificate from 1949 to Present,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Ambulance Billing for FDNY,,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,Find a Towed Vehicle - Plate Number Unknown - NYPD,,,,,,,,,
IRS Impersotion Scam,,,,,,,,,,
City Worker or Agency Complaint or Compliment,,,,,,,,,,
Find a School,,,,,,,,,,
Garbage or Recycling Storage Complaint - Outside Building,,,,,,,,,,
Food Stamp Assistance,,,,,,,,,,
"Street or Highway Sign Installation, Removal, or Relocation",,,,,,,,,,
Building Construction Without Permit,Building Construction Without Permit,,,,,,,,,
Unclaimed Funds,,,,,,,,,,
Abandoned Vehicle Without Plates on Public Property,Vehicle Blocking Driveway Complaint,,,,,,,,,
Property Tax Assistance - School Tax Relief (STAR),Property Tax Reduction - Co-op or Condo - General Information,,,,,,,,,
Property Tax Refund Request,Service Request Status - General,,,,,,,,,
Blocked Sidewalk or Street - Basketball Hoop or Persol Property,Blocked Street - Construction,Division Transfer,Find a Community Board by Location,,,,,,,
IDNYC - Make an Appointment,,,,,,,,,,
Illegal Conversion and Unsafe Living Conditions - General Information,,,,,,,,,,
Public Housing Maintence,,,,,,,,,,
Property Tax Refund Request,,,,,,,,,,
Service Request Follow-Up,,,,,,,,,,
Status of a Birth Certificate Order,,,,,,,,,,
Parking and Camera Violations Refund Form,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Tree Pruning - General Information,Tree Pruning - Hitting Building,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Pay a Parking Ticket - In Person,Pay a Parking Ticket - Online,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Muni-Meter Defective or Damaged,,,,,,,,,,
Disabled Persons Resource Directory,,,,,,,,,,
Apartment Maintence Complaint,Apartment Maintence Complaint,Apartment Maintence Complaint,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Streetlight Condition,Streetlight Condition,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
Blocked Sidewalk - Advertising Sign or Merchandise,"Street or Highway Sign Installation, Removal, or Relocation",,,,,,,,,
IDNYC Benefits,,,,,,,,,,
Public Assistance or Welfare Information,,,,,,,,,,
Business Tax Payment,,,,,,,,,,
Homeless Shelter Complaint - General Public,Homeless Shelter Intake for Single Adults,,,,,,,,,
Public School Calendar,,,,,,,,,,
Sidewalk Violation Dismissal - Property Owner Fixed,,,,,,,,,,
Property Tax Assistance - Other Exemption,Property Tax Assistance - School Tax Relief (STAR),,,,,,,,,
Non-Driver State ID Card,,,,,,,,,,
Bulk Item Disposal Information,,,,,,,,,,
Outdoor Electrical System Complaint,,,,,,,,,,
Bulk Item Disposal Information,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
"Car Service, Limousine or Ambulette Drivers License",,,,,,,,,,
IDNYC Benefits,,,,,,,,,,
Illegal Parking Complaint,,,,,,,,,,
City Worker or Agency Complaint or Compliment,,,,,,,,,,
Child Care Fincial Assistance - Recertification,,,,,,,,,,
Gas Station Complaint,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
High School Enrollment for New Students,,,,,,,,,,
U.S. Postal Service Consumer Hotline,,,,,,,,,,
Farmers Market Health Bucks Coupons,,,,,,,,,,
Property Tax Account Assistance and Bill Information,,,,,,,,,,
Child Care Fincial Assistance - General Information,Child Care Fincial Assistance - Voucher Information,,,,,,,,,
Illegal Dumping - Past,Illegal Dumping - Past,,,,,,,,,
Birth Certificate from 1910 to Present,,,,,,,,,,
Property Pickup for Former Rikers Island Inmates,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Division Information Provided,Find a Police Precinct or PSA by Location,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Bed Bug Complaint - Other,,,,,,,,,,
Civil Service Exam Information,,,,,,,,,,
Information on an Arrest Warrant,,,,,,,,,,
Divorce and Separation - Brooklyn,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Affordable Housing Information - English,Homelessness Prevention through HomeBase,Lawyer Referral,,,,,,,,
Dirty Gutter,Rodent Complaint - Other Location,,,,,,,,,
Planned Water Shutdowns,,,,,,,,,,
Property Pickup for Former Rikers Island Inmates,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,Service Request Status - General,,,,,,,,,
Dog License - Apply or Renew,Dog License - Online License Technical and Payment Problems,,,,,,,,,
Documents Required to Apply for IDNYC,IDNYC - Change or Look Up Appointment,IDNYC - Make an Appointment,,,,,,,,
Civil Service Exam Information,,,,,,,,,,
Chemical Odor - Priority,Dangerous Location or Situation,,,,,,,,,
Curb Defect - 3 or Fewer Residential Units,Illegal Conversion of Residential Space,Service Request Status - General,Service Request Status - General,,,,,,,
Streetlight Condition,,,,,,,,,,
Sidewalk Construction Permit - Queens,,,,,,,,,,
FOIL - City Document Request,,,,,,,,,,
Change of Business me or Address or Register A New Business,Get a Federal Employer ID Number (EIN),,,,,,,,,
Bulk Item Disposal Information,Missed Recycling Collection,Recycling and Trash Collection Schedules,,,,,,,,
Water Complaint - Low Water Pressure in a Private Home or Commercial Building,,,,,,,,,,
Division Transfer,Outside of 311 Jurisdiction,Parking Ticket Fine or Code Explation,Parking Ticket Payment Plan,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Property Tax Account Assistance and Bill Information,,,,,,,,,,
FDNY Permit or Inspection,,,,,,,,,,
John F. Kennedy Airport - General Information Requests,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
DRIE - Status Lookup,,,,,,,,,,
Borough-Block-Lot (BBL) Lookup,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Property Tax Account Assistance and Bill Information,,,,,,,,,,
City Worker or Contractor Corruption or Misconduct,,,,,,,,,,
Public Assistance or Welfare Information,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Pay a Parking Ticket - By Mail,Pay a Parking Ticket - Online,,,,,,,,
Paternity Acknowledgment Form,,,,,,,,,,
Service Request Follow-Up,,,,,,,,,,
Crimil Court Information,,,,,,,,,,
Department of Education Worker or Agency Complaint or Compliment,,,,,,,,,,
Property Tax Payment Problem,Property Tax Refund Request,Property Tax Refund Request,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Payment Problem or Pelty Adjustment,Parking Ticket Payment Problem or Pelty Adjustment,Pay a Parking Ticket - Online,,,,,,,
Property Tax Exemption - Persol Exemption Adjustment,,,,,,,,,,
How to Lose Weight and Keep It Off Health Bulletin,,,,,,,,,,
SCRIE - Assistance - Renewal Applicant,SCRIE - Assistance - Senior Participant,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Identity Theft,,,,,,,,,,
Status of Request for Death Certificate from 1949 to Present,,,,,,,,,,
Death Certificate from 1949 to Present,Status of Request for Death Certificate from 1949 to Present,,,,,,,,,
City Worker or Agency Complaint or Compliment,,,,,,,,,,
Traffic or Pedestrian Sigl Condition,Traffic or Pedestrian Sigl Condition,,,,,,,,,
NYCService Dotions,,,,,,,,,,
IRS Impersotion Scam,,,,,,,,,,
Public Assistance or Welfare Information,,,,,,,,,,
IDNYC - Make an Appointment,,,,,,,,,,
Laundry Jobber License - Renew or Status,,,,,,,,,,
Bulk Item Disposal Information,,,,,,,,,,
Independent Living Centers,LifeNet,,,,,,,,,
Missed Garbage Collection,Missed Garbage Collection,,,,,,,,,
Homeless Person Outreach Assistance,Homeless Person Outreach Assistance,,,,,,,,,
Truck Route Map,,,,,,,,,,
Adult Protective Services,,,,,,,,,,
Benefit Card Account Balance or Pin Change,,,,,,,,,,
Dead Animal on Private Property,,,,,,,,,,
City Worker or Agency Complaint or Compliment,,,,,,,,,,
Parole Information or Violation - Bronx and Manhattan,,,,,,,,,,
Housing Options - Senior - Low-Income,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Apartment Maintence Complaint,Apartment Maintence Complaint,,,,,,,,,
Catch Basin Curb Piece Missing,Curb Defect - 3 or Fewer Residential Units,"Trees and Sidewalk Repair for 1, 2 and 3 Family Residential Property",,,,,,,,
Recycling and Trash Collection Schedules,,,,,,,,,,
Housing Court Information for Tent and Landlord Disputes,,,,,,,,,,
Illegal Parking Complaint,,,,,,,,,,
Streetlight Condition,,,,,,,,,,
General Corporation Tax,,,,,,,,,,
Homelessness Prevention through HomeBase,,,,,,,,,,
Water Lead Test Kit Request,,,,,,,,,,
Comment for the Mayor,Find a Food Pantry or Soup Kitchen,Food Stamp Complaint,,,,,,,,
"Public Assistance, Medicaid or Food Stamp Fraud",,,,,,,,,,
Illegal Parking Complaint,,,,,,,,,,
Noise from Neighbor,,,,,,,,,,
Service Request Status - General,Sidewalk Collapsed - Priority,,,,,,,,,
Food Stamp Assistance,Food Stamp Complaint,,,,,,,,,
Illegal Conversion of Residential Space,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Noise from Neighbor,,,,,,,,,,
Property Record Information,Property Record Information,Sale of City-Owned Real Estate and Sales Auctions,,,,,,,,
Housing Court Information for Tent and Landlord Disputes,,,,,,,,,,
CFC and Freon Removal - Appointment,,,,,,,,,,
MetroCard - Information and Complaint,,,,,,,,,,
Purchase City Planning Maps and Books,,,,,,,,,,
Property Tax Account Assistance and Bill Information,,,,,,,,,,
IDNYC - Change or Look Up Appointment,IDNYC - Change or Look Up Appointment,,,,,,,,,
Caller Hung Up,,,,,,,,,,
HEAP,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Food Stamp Assistance,,,,,,,,,,
Birth Certificate Verifications for State (other than NY) and Federal Government Agencies,Birth Certificate for a Mentally Incapacitated Person,Birth Certificate from 1910 to Present,,,,,,,,
Mattress or Box Spring Disposal,,,,,,,,,,
Service Request Follow-Up,,,,,,,,,,
Manhole Cover Missing - Priority,Manhole Cover Missing - Priority,,,,,,,,,
Division Transfer,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Division Information Provided,Gynecologist Referral,,,,,,,,,
Homeless Shelter Intake for Families with Children,,,,,,,,,,
Noise from Store or Business,Residential Space Used as Business,Residential Space Used as Business,Unlicensed Other Business,,,,,,,
Illegal Animal Being Kept as Pet,,,,,,,,,,
Find a Police Precinct or PSA by me,Vehicle Blocking Driveway Complaint,,,,,,,,,
311 Complaint or Compliment,Illegal Parking Complaint,,,,,,,,,
Property Record Information,,,,,,,,,,
